Plate Date,DayNum,Plate ID,Column (Letter),Row (Number),Species,Notes (uncertain ID),,,,Species Codes,,,,,,,
1-May-12,0,A1,K,4,X,,,,,,,,,,,,
1-May-12,0,A1,K,5,X,,,,,,,,,,,,
1-May-12,0,A1,K,6,X,,,,,,,,,,,,
1-May-12,0,A1,K,7,X,,,,,,,,,,,,
1-May-12,0,A1,K,8,X,,,,,,,,,,,,
1-May-12,0,A1,K,9,X,,,,,,,,,,,,
1-May-12,0,A1,K,10,X,,,,,,,,,,,,
1-May-12,0,A1,K,11,X,,,,,,,,,,,,
1-May-12,0,A1,L,1,X,,,,,,,,,,,,
1-May-12,0,A1,L,2,X,,,,,,,,,,,,
1-May-12,0,A1,L,3,X,,,,,,,,,,,,
1-May-12,0,A1,L,4,X,,,,,,,,,,,,
1-May-12,0,A1,L,5,X,,,,,,,,,,,,
1-May-12,0,A1,L,6,X,,,,,,,,,,,,
1-May-12,0,A1,L,7,X,,,,,,,,,,,,
1-May-12,0,A1,L,8,X,,,,,,,,,,,,
1-May-12,0,A1,L,9,X,,,,,,,,,,,,
1-May-12,0,A1,L,10,X,,,,,,,,,,,,
1-May-12,0,A1,L,11,X,,,,,,,,,,,,
1-May-12,0,A1,L,12,X,,,,,,,,,,,,
1-May-12,0,A1,M,1,X,,,,,,,,,,,,
1-May-12,0,A1,M,2,X,,,,,,,,,,,,
1-May-12,0,A1,M,3,X,,,,,,,,,,,,
1-May-12,0,A1,M,4,X,,,,,,,,,,,,
1-May-12,0,A1,M,5,X,,,,,,,,,,,,
1-May-12,0,A1,M,6,X,,,,,,,,,,,,
1-May-12,0,A1,M,7,X,,,,,,,,,,,,
1-May-12,0,A1,M,8,X,,,,,,,,,,,,
1-May-12,0,A1,M,9,X,,,,,,,,,,,,
1-May-12,0,A1,M,10,X,,,,,,,,,,,,
1-May-12,0,A1,M,11,X,,,,,,,,,,,,
1-May-12,0,A2,A,1,X,,,,,,,,,,,,
1-May-12,0,A2,A,2,X,,,,,,,,,,,,
1-May-12,0,A2,A,3,X,,,,,,,,,,,,
1-May-12,0,A2,A,4,X,,,,,,,,,,,,
1-May-12,0,A2,A,5,X,,,,,,,,,,,,
1-May-12,0,A2,A,6,X,,,,,,,,,,,,
1-May-12,0,A2,A,7,X,,,,,,,,,,,,
1-May-12,0,A2,A,8,X,,,,,,,,,,,,
1-May-12,0,A2,A,9,X,,,,,,,,,,,,
1-May-12,0,A2,A,10,X,,,,,,,,,,,,
1-May-12,0,A2,A,11,X,,,,,,,,,,,,
1-May-12,0,A2,B,1,X,,,,,,,,,,,,
1-May-12,0,A2,B,2,X,,,,,,,,,,,,
1-May-12,0,A2,B,3,X,,,,,,,,,,,,
1-May-12,0,A2,B,4,X,,,,,,,,,,,,
1-May-12,0,A2,B,5,X,,,,,,,,,,,,
1-May-12,0,A2,B,6,X,,,,,,,,,,,,
1-May-12,0,A2,B,7,X,,,,,,,,,,,,
1-May-12,0,A2,B,8,X,,,,,,,,,,,,
1-May-12,0,A2,B,9,X,,,,,,,,,,,,
1-May-12,0,A2,B,10,X,,,,,,,,,,,,
1-May-12,0,A2,B,11,X,,,,,,,,,,,,
1-May-12,0,A2,B,12,X,,,,,,,,,,,,
1-May-12,0,A2,C,1,X,,,,,,,,,,,,
1-May-12,0,A2,C,2,X,,,,,,,,,,,,
1-May-12,0,A2,C,3,X,,,,,,,,,,,,
1-May-12,0,A2,C,4,X,,,,,,,,,,,,
1-May-12,0,A2,C,5,X,,,,,,,,,,,,
1-May-12,0,A2,C,6,X,,,,,,,,,,,,
1-May-12,0,A2,C,7,X,,,,,,,,,,,,
1-May-12,0,A2,C,8,X,,,,,,,,,,,,
1-May-12,0,A2,C,9,X,,,,,,,,,,,,
1-May-12,0,A2,C,10,X,,,,,,,,,,,,
1-May-12,0,A2,C,11,X,,,,,,,,,,,,
1-May-12,0,A2,D,1,X,,,,,,,,,,,,
1-May-12,0,A2,D,2,X,,,,,,,,,,,,
1-May-12,0,A2,D,3,X,,,,,,,,,,,,
1-May-12,0,A2,D,4,X,,,,,,,,,,,,
1-May-12,0,A2,D,5,X,,,,,,,,,,,,
1-May-12,0,A2,D,6,X,,,,,,,,,,,,
1-May-12,0,A2,D,7,X,,,,,,,,,,,,
1-May-12,0,A2,D,8,X,,,,,,,,,,,,
1-May-12,0,A2,D,9,X,,,,,,,,,,,,
1-May-12,0,A2,D,10,X,,,,,,,,,,,,
1-May-12,0,A2,D,11,X,,,,,,,,,,,,
1-May-12,0,A2,D,12,X,,,,,,,,,,,,
1-May-12,0,A2,E,1,X,,,,,,,,,,,,
1-May-12,0,A2,E,2,X,,,,,,,,,,,,
1-May-12,0,A2,E,3,X,,,,,,,,,,,,
1-May-12,0,A2,E,4,X,,,,,,,,,,,,
1-May-12,0,A2,E,5,X,,,,,,,,,,,,
1-May-12,0,A2,E,6,X,,,,,,,,,,,,
1-May-12,0,A2,E,7,X,,,,,,,,,,,,
1-May-12,0,A2,E,8,X,,,,,,,,,,,,
1-May-12,0,A2,E,9,X,,,,,,,,,,,,
1-May-12,0,A2,E,10,X,,,,,,,,,,,,
1-May-12,0,A2,E,11,X,,,,,,,,,,,,
1-May-12,0,A2,F,1,X,,,,,,,,,,,,
1-May-12,0,A2,F,2,X,,,,,,,,,,,,
1-May-12,0,A2,F,3,X,,,,,,,,,,,,
1-May-12,0,A2,F,4,X,,,,,,,,,,,,
1-May-12,0,A2,F,5,X,,,,,,,,,,,,
1-May-12,0,A2,F,6,X,,,,,,,,,,,,
1-May-12,0,A2,F,7,X,,,,,,,,,,,,
1-May-12,0,A2,F,8,X,,,,,,,,,,,,
1-May-12,0,A2,F,9,X,,,,,,,,,,,,
1-May-12,0,A2,F,10,X,,,,,,,,,,,,
1-May-12,0,A2,F,11,X,,,,,,,,,,,,
1-May-12,0,A2,F,12,X,,,,,,,,,,,,
1-May-12,0,A2,G,1,X,,,,,,,,,,,,
1-May-12,0,A2,G,2,X,,,,,,,,,,,,
1-May-12,0,A2,G,3,X,,,,,,,,,,,,
1-May-12,0,A2,G,4,X,,,,,,,,,,,,
1-May-12,0,A2,G,5,X,,,,,,,,,,,,
1-May-12,0,A2,G,6,X,,,,,,,,,,,,
1-May-12,0,A2,G,7,X,,,,,,,,,,,,
1-May-12,0,A2,G,8,X,,,,,,,,,,,,
1-May-12,0,A2,G,9,X,,,,,,,,,,,,
1-May-12,0,A2,G,10,X,,,,,,,,,,,,
1-May-12,0,A2,G,11,X,,,,,,,,,,,,
1-May-12,0,A2,H,1,X,,,,,,,,,,,,
1-May-12,0,A2,H,2,X,,,,,,,,,,,,
1-May-12,0,A2,H,3,X,,,,,,,,,,,,
1-May-12,0,A2,H,4,X,,,,,,,,,,,,
1-May-12,0,A2,H,5,X,,,,,,,,,,,,
1-May-12,0,A2,H,6,X,,,,,,,,,,,,
1-May-12,0,A2,H,7,X,,,,,,,,,,,,
1-May-12,0,A2,H,8,X,,,,,,,,,,,,
1-May-12,0,A2,H,9,X,,,,,,,,,,,,
1-May-12,0,A2,H,10,X,,,,,,,,,,,,
1-May-12,0,A2,H,11,X,,,,,,,,,,,,
1-May-12,0,A2,H,12,X,,,,,,,,,,,,
1-May-12,0,A2,I,1,X,,,,,,,,,,,,
1-May-12,0,A2,I,2,X,,,,,,,,,,,,
1-May-12,0,A2,I,3,X,,,,,,,,,,,,
1-May-12,0,A2,I,4,X,,,,,,,,,,,,
1-May-12,0,A2,I,5,X,,,,,,,,,,,,
1-May-12,0,A2,I,6,X,,,,,,,,,,,,
1-May-12,0,A2,I,7,X,,,,,,,,,,,,
1-May-12,0,A2,I,8,X,,,,,,,,,,,,
1-May-12,0,A2,I,9,X,,,,,,,,,,,,
1-May-12,0,A2,I,10,X,,,,,,,,,,,,
1-May-12,0,A2,I,11,X,,,,,,,,,,,,
1-May-12,0,A2,J,1,X,,,,,,,,,,,,
1-May-12,0,A2,J,2,X,,,,,,,,,,,,
1-May-12,0,A2,J,3,X,,,,,,,,,,,,
1-May-12,0,A2,J,4,X,,,,,,,,,,,,
1-May-12,0,A2,J,5,X,,,,,,,,,,,,
1-May-12,0,A2,J,6,X,,,,,,,,,,,,
1-May-12,0,A2,J,7,X,,,,,,,,,,,,
1-May-12,0,A2,J,8,X,,,,,,,,,,,,
1-May-12,0,A2,J,9,X,,,,,,,,,,,,
1-May-12,0,A2,J,10,X,,,,,,,,,,,,
1-May-12,0,A2,J,11,X,,,,,,,,,,,,
1-May-12,0,A2,J,12,X,,,,,,,,,,,,
1-May-12,0,A2,K,1,X,,,,,,,,,,,,
1-May-12,0,A2,K,2,X,,,,,,,,,,,,
1-May-12,0,A2,K,3,X,,,,,,,,,,,,
1-May-12,0,A2,K,4,X,,,,,,,,,,,,
1-May-12,0,A2,K,5,X,,,,,,,,,,,,
1-May-12,0,A2,K,6,X,,,,,,,,,,,,
1-May-12,0,A2,K,7,X,,,,,,,,,,,,
1-May-12,0,A2,K,8,X,,,,,,,,,,,,
1-May-12,0,A2,K,9,X,,,,,,,,,,,,
1-May-12,0,A2,K,10,X,,,,,,,,,,,,
1-May-12,0,A2,K,11,X,,,,,,,,,,,,
1-May-12,0,A2,L,1,X,,,,,,,,,,,,
1-May-12,0,A2,L,2,X,,,,,,,,,,,,
1-May-12,0,A2,L,3,X,,,,,,,,,,,,
1-May-12,0,A2,L,4,X,,,,,,,,,,,,
1-May-12,0,A2,L,5,X,,,,,,,,,,,,
1-May-12,0,A2,L,6,X,,,,,,,,,,,,
1-May-12,0,A2,L,7,X,,,,,,,,,,,,
1-May-12,0,A2,L,8,X,,,,,,,,,,,,
1-May-12,0,A2,L,9,X,,,,,,,,,,,,
1-May-12,0,A2,L,10,X,,,,,,,,,,,,
1-May-12,0,A2,L,11,X,,,,,,,,,,,,
1-May-12,0,A2,L,12,X,,,,,,,,,,,,
1-May-12,0,A2,M,1,X,,,,,,,,,,,,
1-May-12,0,A2,M,2,X,,,,,,,,,,,,
1-May-12,0,A2,M,3,X,,,,,,,,,,,,
1-May-12,0,A2,M,4,X,,,,,,,,,,,,
1-May-12,0,A2,M,5,X,,,,,,,,,,,,
1-May-12,0,A2,M,6,X,,,,,,,,,,,,
1-May-12,0,A2,M,7,X,,,,,,,,,,,,
1-May-12,0,A2,M,8,X,,,,,,,,,,,,
1-May-12,0,A2,M,9,X,,,,,,,,,,,,
1-May-12,0,A2,M,10,X,,,,,,,,,,,,
1-May-12,0,A2,M,11,X,,,,,,,,,,,,
1-May-12,0,A3,A,1,X,,,,,,,,,,,,
1-May-12,0,A3,A,2,X,,,,,,,,,,,,
1-May-12,0,A3,A,3,X,,,,,,,,,,,,
1-May-12,0,A3,A,4,X,,,,,,,,,,,,
1-May-12,0,A3,A,5,X,,,,,,,,,,,,
1-May-12,0,A3,A,6,X,,,,,,,,,,,,
1-May-12,0,A3,A,7,X,,,,,,,,,,,,
1-May-12,0,A3,A,8,X,,,,,,,,,,,,
1-May-12,0,A3,A,9,X,,,,,,,,,,,,
1-May-12,0,A3,A,10,X,,,,,,,,,,,,
1-May-12,0,A3,A,11,X,,,,,,,,,,,,
1-May-12,0,A3,B,1,X,,,,,,,,,,,,
1-May-12,0,A3,B,2,X,,,,,,,,,,,,
1-May-12,0,A3,B,3,X,,,,,,,,,,,,
1-May-12,0,A3,B,4,X,,,,,,,,,,,,
1-May-12,0,A3,B,5,X,,,,,,,,,,,,
1-May-12,0,A3,B,6,X,,,,,,,,,,,,
1-May-12,0,A3,B,7,X,,,,,,,,,,,,
1-May-12,0,A3,B,8,X,,,,,,,,,,,,
1-May-12,0,A3,B,9,X,,,,,,,,,,,,
1-May-12,0,A3,B,10,X,,,,,,,,,,,,
1-May-12,0,A3,B,11,X,,,,,,,,,,,,
1-May-12,0,A3,B,12,X,,,,,,,,,,,,
1-May-12,0,A3,C,1,X,,,,,,,,,,,,
1-May-12,0,A3,C,2,X,,,,,,,,,,,,
1-May-12,0,A3,C,3,X,,,,,,,,,,,,
1-May-12,0,A3,C,4,X,,,,,,,,,,,,
1-May-12,0,A3,C,5,X,,,,,,,,,,,,
1-May-12,0,A3,C,6,X,,,,,,,,,,,,
1-May-12,0,A3,C,7,X,,,,,,,,,,,,
1-May-12,0,A3,C,8,X,,,,,,,,,,,,
1-May-12,0,A3,C,9,X,,,,,,,,,,,,
1-May-12,0,A3,C,10,X,,,,,,,,,,,,
1-May-12,0,A3,C,11,X,,,,,,,,,,,,
1-May-12,0,A3,D,1,X,,,,,,,,,,,,
1-May-12,0,A3,D,2,X,,,,,,,,,,,,
1-May-12,0,A3,D,3,X,,,,,,,,,,,,
1-May-12,0,A3,D,4,X,,,,,,,,,,,,
1-May-12,0,A3,D,5,X,,,,,,,,,,,,
1-May-12,0,A3,D,6,X,,,,,,,,,,,,
1-May-12,0,A3,D,7,X,,,,,,,,,,,,
1-May-12,0,A3,D,8,X,,,,,,,,,,,,
1-May-12,0,A3,D,9,X,,,,,,,,,,,,
1-May-12,0,A3,D,10,X,,,,,,,,,,,,
1-May-12,0,A3,D,11,X,,,,,,,,,,,,
1-May-12,0,A3,D,12,X,,,,,,,,,,,,
1-May-12,0,A3,E,1,X,,,,,,,,,,,,
1-May-12,0,A3,E,2,X,,,,,,,,,,,,
1-May-12,0,A3,E,3,X,,,,,,,,,,,,
1-May-12,0,A3,E,4,X,,,,,,,,,,,,
1-May-12,0,A3,E,5,X,,,,,,,,,,,,
1-May-12,0,A3,E,6,X,,,,,,,,,,,,
1-May-12,0,A3,E,7,X,,,,,,,,,,,,
1-May-12,0,A3,E,8,X,,,,,,,,,,,,
1-May-12,0,A3,E,9,X,,,,,,,,,,,,
1-May-12,0,A3,E,10,X,,,,,,,,,,,,
1-May-12,0,A3,E,11,X,,,,,,,,,,,,
1-May-12,0,A3,F,1,X,,,,,,,,,,,,
1-May-12,0,A3,F,2,X,,,,,,,,,,,,
1-May-12,0,A3,F,3,X,,,,,,,,,,,,
1-May-12,0,A3,F,4,X,,,,,,,,,,,,
1-May-12,0,A3,F,5,X,,,,,,,,,,,,
1-May-12,0,A3,F,6,X,,,,,,,,,,,,
1-May-12,0,A3,F,7,X,,,,,,,,,,,,
1-May-12,0,A3,F,8,X,,,,,,,,,,,,
1-May-12,0,A3,F,9,X,,,,,,,,,,,,
1-May-12,0,A3,F,10,X,,,,,,,,,,,,
1-May-12,0,A3,F,11,X,,,,,,,,,,,,
1-May-12,0,A3,F,12,X,,,,,,,,,,,,
1-May-12,0,A3,G,1,X,,,,,,,,,,,,
1-May-12,0,A3,G,2,X,,,,,,,,,,,,
1-May-12,0,A3,G,3,X,,,,,,,,,,,,
1-May-12,0,A3,G,4,X,,,,,,,,,,,,
1-May-12,0,A3,G,5,X,,,,,,,,,,,,
1-May-12,0,A3,G,6,X,,,,,,,,,,,,
1-May-12,0,A3,G,7,X,,,,,,,,,,,,
1-May-12,0,A3,G,8,X,,,,,,,,,,,,
1-May-12,0,A3,G,9,X,,,,,,,,,,,,
1-May-12,0,A3,G,10,X,,,,,,,,,,,,
1-May-12,0,A3,G,11,X,,,,,,,,,,,,
1-May-12,0,A3,H,1,X,,,,,,,,,,,,
1-May-12,0,A3,H,2,X,,,,,,,,,,,,
1-May-12,0,A3,H,3,X,,,,,,,,,,,,
1-May-12,0,A3,H,4,X,,,,,,,,,,,,
1-May-12,0,A3,H,5,X,,,,,,,,,,,,
1-May-12,0,A3,H,6,X,,,,,,,,,,,,
1-May-12,0,A3,H,7,X,,,,,,,,,,,,
1-May-12,0,A3,H,8,X,,,,,,,,,,,,
1-May-12,0,A3,H,9,X,,,,,,,,,,,,
1-May-12,0,A3,H,10,X,,,,,,,,,,,,
1-May-12,0,A3,H,11,X,,,,,,,,,,,,
1-May-12,0,A3,H,12,X,,,,,,,,,,,,
1-May-12,0,A3,I,1,X,,,,,,,,,,,,
1-May-12,0,A3,I,2,X,,,,,,,,,,,,
1-May-12,0,A3,I,3,X,,,,,,,,,,,,
1-May-12,0,A3,I,4,X,,,,,,,,,,,,
1-May-12,0,A3,I,5,X,,,,,,,,,,,,
1-May-12,0,A3,I,6,X,,,,,,,,,,,,
1-May-12,0,A3,I,7,X,,,,,,,,,,,,
1-May-12,0,A3,I,8,X,,,,,,,,,,,,
1-May-12,0,A3,I,9,X,,,,,,,,,,,,
1-May-12,0,A3,I,10,X,,,,,,,,,,,,
1-May-12,0,A3,I,11,X,,,,,,,,,,,,
1-May-12,0,A3,J,1,X,,,,,,,,,,,,
1-May-12,0,A3,J,2,X,,,,,,,,,,,,
1-May-12,0,A3,J,3,X,,,,,,,,,,,,
1-May-12,0,A3,J,4,X,,,,,,,,,,,,
1-May-12,0,A3,J,5,X,,,,,,,,,,,,
1-May-12,0,A3,J,6,X,,,,,,,,,,,,
1-May-12,0,A3,J,7,X,,,,,,,,,,,,
1-May-12,0,A3,J,8,X,,,,,,,,,,,,
1-May-12,0,A3,J,9,X,,,,,,,,,,,,
1-May-12,0,A3,J,10,X,,,,,,,,,,,,
1-May-12,0,A3,J,11,X,,,,,,,,,,,,
1-May-12,0,A3,J,12,X,,,,,,,,,,,,
1-May-12,0,A3,K,1,X,,,,,,,,,,,,
1-May-12,0,A3,K,2,X,,,,,,,,,,,,
1-May-12,0,A3,K,3,X,,,,,,,,,,,,
1-May-12,0,A3,K,4,X,,,,,,,,,,,,
1-May-12,0,A3,K,5,X,,,,,,,,,,,,
1-May-12,0,A3,K,6,X,,,,,,,,,,,,
1-May-12,0,A3,K,7,X,,,,,,,,,,,,
1-May-12,0,A3,K,8,X,,,,,,,,,,,,
1-May-12,0,A3,K,9,X,,,,,,,,,,,,
1-May-12,0,A3,K,10,X,,,,,,,,,,,,
1-May-12,0,A3,K,11,X,,,,,,,,,,,,
1-May-12,0,A3,L,1,X,,,,,,,,,,,,
1-May-12,0,A3,L,2,X,,,,,,,,,,,,
1-May-12,0,A3,L,3,X,,,,,,,,,,,,
1-May-12,0,A3,L,4,X,,,,,,,,,,,,
1-May-12,0,A3,L,5,X,,,,,,,,,,,,
1-May-12,0,A3,L,6,X,,,,,,,,,,,,
1-May-12,0,A3,L,7,X,,,,,,,,,,,,
1-May-12,0,A3,L,8,X,,,,,,,,,,,,
1-May-12,0,A3,L,9,X,,,,,,,,,,,,
1-May-12,0,A3,L,10,X,,,,,,,,,,,,
1-May-12,0,A3,L,11,X,,,,,,,,,,,,
1-May-12,0,A3,L,12,X,,,,,,,,,,,,
1-May-12,0,A3,M,1,X,,,,,,,,,,,,
1-May-12,0,A3,M,2,X,,,,,,,,,,,,
1-May-12,0,A3,M,3,X,,,,,,,,,,,,
1-May-12,0,A3,M,4,X,,,,,,,,,,,,
1-May-12,0,A3,M,5,X,,,,,,,,,,,,
1-May-12,0,A3,M,6,X,,,,,,,,,,,,
1-May-12,0,A3,M,7,X,,,,,,,,,,,,
1-May-12,0,A3,M,8,X,,,,,,,,,,,,
1-May-12,0,A3,M,9,X,,,,,,,,,,,,
1-May-12,0,A3,M,10,X,,,,,,,,,,,,
1-May-12,0,A3,M,11,X,,,,,,,,,,,,
1-May-12,0,A4,A,1,X,,,,,,,,,,,,
1-May-12,0,A4,A,2,X,,,,,,,,,,,,
1-May-12,0,A4,A,3,X,,,,,,,,,,,,
1-May-12,0,A4,A,4,X,,,,,,,,,,,,
1-May-12,0,A4,A,5,X,,,,,,,,,,,,
1-May-12,0,A4,A,6,X,,,,,,,,,,,,
1-May-12,0,A4,A,7,X,,,,,,,,,,,,
1-May-12,0,A4,A,8,X,,,,,,,,,,,,
1-May-12,0,A4,A,9,X,,,,,,,,,,,,
1-May-12,0,A4,A,10,X,,,,,,,,,,,,
1-May-12,0,A4,A,11,X,,,,,,,,,,,,
1-May-12,0,A4,B,1,X,,,,,,,,,,,,
1-May-12,0,A4,B,2,X,,,,,,,,,,,,
1-May-12,0,A4,B,3,X,,,,,,,,,,,,
1-May-12,0,A4,B,4,X,,,,,,,,,,,,
1-May-12,0,A4,B,5,X,,,,,,,,,,,,
1-May-12,0,A4,B,6,X,,,,,,,,,,,,
1-May-12,0,A4,B,7,X,,,,,,,,,,,,
1-May-12,0,A4,B,8,X,,,,,,,,,,,,
1-May-12,0,A4,B,9,X,,,,,,,,,,,,
1-May-12,0,A4,B,10,X,,,,,,,,,,,,
1-May-12,0,A4,B,11,X,,,,,,,,,,,,
1-May-12,0,A4,B,12,X,,,,,,,,,,,,
1-May-12,0,A4,C,1,X,,,,,,,,,,,,
